"","year","State","FIPS","yield_ana","yield","area","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P"
"2346",2003,"NORTH CAROLINA","37177",-163.087391528068,175,2720,236.023858229968,237.781224756519,235.234074477044,236.768071911464,234.079491736753,236.318742860593,229.952657223984,231.938141840633,234.478501633273,236.904515076987,230.482360246588,232.87145902077,234.232414208757,236.555859965452,229.635292426022,186.826970445175
"2370",2003,"NORTH DAKOTA","38093",82.9126084719319,421,1900,376.172484679682,379.688541302179,376.538177932945,379.943843233032,373.730488462399,377.161318312053,373.953811135225,376.614256418328,373.094973815259,376.117036143577,373.243128814073,375.762631072329,373.405754521572,376.366243860603,372.716909299129,326.397598765643
"2377",2003,"OREGON","41031",46.9126084719319,385,1000,433.766474728459,433.211389017925,436.946975544057,436.200405295504,439.412151456432,438.112816654812,443.501971963078,442.005672150695,438.470284336387,438.263164635386,443.427265248545,443.061403209232,439.23001280137,438.74756415738,444.673401985701,468.576241979024
"2400",2003,"PENNSYLVANIA","42029",-42.0873915280681,296,430,277.690036022794,277.369401165501,277.087460344152,276.602672064571,276.715211125748,274.269858986477,278.149765179926,274.637515941441,276.296352227512,276.591424104622,279.747554225702,278.09279691899,277.566984789186,277.660421779566,283.380780005452,316.240260235194
"2423",2003,"ALABAMA","1071",-156.087391528068,182,600,214.084446643896,214.979302349426,214.618887185747,213.650016348826,213.171664838116,217.083833998618,217.105681763749,220.530255221493,212.268949562163,220.670429243016,216.333301551591,224.041142822461,212.525067130628,220.119808830755,215.754352257688,263.029695904827
"2446",2003,"IDAHO","16023",-108.087391528068,230,2700,262.323229685848,261.805744103125,269.520635248418,268.547887345257,260.39229389107,259.799253612404,264.78447579999,263.629132398033,259.3967661251,259.49529436672,263.684100067232,263.371205286382,261.357132774141,260.961946032533,266.244618647282,447.974309346991
"2471",2003,"IDAHO","16013",-88.0873915280681,250,1900,371.181140373135,369.524949121084,377.033975839221,375.053509106654,369.117533216592,367.497640349508,374.949793010304,373.223557971519,368.346590846634,367.378070649346,374.076063087312,373.046015212995,369.708409151871,368.302765630121,375.657527627225,434.292244856914
"2487",2003,"IDAHO","16063",-18.0873915280681,320,2000,383.083925253871,381.718862238528,393.59252131877,391.459997135556,386.572158110643,385.497779160972,385.704484083745,384.526255390924,385.334496907489,385.155786796236,384.522584175193,384.434420781702,387.253484683416,386.142013760117,387.546957681256,470.810881537703
"2511",2003,"IDAHO","16001",124.912608471932,463,800,437.773802966674,435.966581413864,443.91988879883,441.721813511459,436.285378055784,434.659941673082,433.253221055034,431.7556412487,435.41941411821,434.146316241702,432.644485228572,431.504306977829,435.920806660098,433.987306040792,433.833579625625,442.532441830788
"2524",2003,"NORTH CAROLINA","37029",-148.087391528068,190,3400,241.416999084178,239.988044990046,242.020908078286,240.455622298885,228.25289330318,227.344134202396,224.140086502878,224.261798587539,229.985983125475,229.718391891655,226.458950605255,226.750105736789,230.414362498513,229.937649953144,227.883819433075,195.013763958533
"2547",2003,"NORTH CAROLINA","37053",-158.087391528068,180,810,234.571767303666,233.26611292517,234.900127512013,233.445741245131,225.658157985079,224.88496962327,221.849335927738,221.833975844246,227.066308333012,226.671629839192,223.934270587655,223.969767834075,227.745054135077,227.136657723304,225.938420165417,201.259751082727
"2570",2003,"PENNSYLVANIA","42037",-72.0873915280681,266,395,284.22805717054,283.862913027788,282.634677953973,282.1616230777,285.622563052564,284.86975508239,286.805499014348,285.895697780508,286.289116544512,287.215904846438,288.774053443546,289.122987440544,286.305155258894,287.168717986545,291.989100926463,323.836512553198
