"","year","State","FIPS","yield_ana","yield","area","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P"
"965",2003,"IDAHO","16027",124.912608471932,463,8800,464.757993373676,473.733942767989,470.49201490265,466.024219447757,464.215402325569,473.963052511102,466.361549948388,464.360702806301,472.210001000831,464.958959223198,465.5530530103,463.521797334064,470.980845162715,464.602805424263,464.70159505483,463.863026366722
"996",2003,"IDAHO","16039",144.912608471932,483,8900,467.431164921977,478.469068952718,476.398507453614,468.167706109125,466.607950672518,477.922132937455,467.817796938874,466.218573367272,475.911815506904,466.614540389336,468.007200867434,466.406419738369,475.893103991014,466.926275379683,466.468705742137,466.656895073798
"1027",2003,"IDAHO","16073",111.912608471932,450,3900,452.618363165192,465.567568187469,462.571936584903,454.208673479886,452.740364716064,466.186753115728,453.780490962591,452.244575057531,463.42092952464,453.000063131273,453.849672401877,452.310039368598,463.219217229088,453.35645927048,452.731989504614,452.798086259737
"1058",2003,"OREGON","41049",217.912608471932,556,12900,595.10722247692,604.551624312502,598.612822556738,596.773262493008,593.264478487549,603.786126933571,597.206718852831,593.351584276678,601.384055637823,594.205837446675,596.051937295002,592.148477001715,599.705325909804,593.743559715208,593.794107690091,592.591423994373
"1085",2003,"OREGON","41001",126.912608471932,465,2400,433.576473677174,442.606619096632,439.071329778039,434.443067756018,431.900119381878,441.943571221709,434.696270794859,431.844171476581,439.846699104684,432.349736004293,433.916651132693,431.030386344654,438.640311771556,432.071639410077,432.040772288009,431.227142023707
"1110",2003,"OREGON","41061",6.91260847193189,345,1600,409.420065817017,418.000753363927,414.967744214765,410.123355790769,407.832399487491,417.311051041978,410.530132142691,407.972816430256,415.661304317416,408.375253716934,409.673096178113,407.080765307688,414.365949103387,407.963661359497,408.130280642935,407.238324896578
"1137",2003,"OREGON","41035",85.9126084719319,424,6500,434.482777332136,441.748430598132,432.158080576166,436.652273650555,431.028327391311,439.609870830499,436.394740442416,430.226308977806,435.711662826599,431.484309496166,435.638151740366,429.421746837985,434.593916427688,431.636906895459,430.803680527956,429.99976232373
"1165",2003,"WASHINGTON","53057",31.9126084719319,370,10000,377.52568859371,380.555063152406,377.586819287647,377.474642962828,374.706535922516,378.867555640551,377.712941560194,374.510119968409,377.328988444565,374.69257354495,376.974330428676,373.735700110448,376.299323034016,374.436609400361,374.390664734667,373.615999406339
"1196",2003,"WISCONSIN","55001",106.912608471932,445,11200,448.02398628017,441.96625570878,442.94436532282,445.973287332829,444.755844781737,438.892406695412,446.685085880675,445.269000916924,440.539310335698,444.469674530262,446.116424982771,444.675791522388,439.917016145108,443.849846704022,444.610093561632,444.01596899239
"1226",2003,"MINNESOTA","27141",31.9126084719319,370,7400,389.236023523924,382.456524784814,382.19823165146,386.985010036145,384.756609137778,377.614382672154,387.399279432115,385.076532862831,379.439389344697,384.225333257082,387.317843675858,384.979613484433,379.451538979389,383.909506147965,384.436253109466,384.338501633637
"1252",2003,"MINNESOTA","27153",61.9126084719319,400,1900,422.492792827482,417.491868215756,418.853628879437,420.11976403054,418.836924380743,413.625467301269,420.304937768395,418.933024946702,415.067916950729,418.023111476139,420.478859902686,419.102751557953,415.359191303703,417.914123041734,418.233639702911,418.402490281347
"1271",2003,"WASHINGTON","53021",216.912608471932,555,32000,597.684140318337,606.32874640504,602.455386349334,598.699957034355,596.14215453245,605.572163739327,599.540371127344,596.757476491501,604.435294787499,597.238756131294,598.228789956839,595.39778225235,602.568675334988,596.427072725522,597.027270440067,595.667759742584
"1301",2003,"WISCONSIN","55137",96.9126084719319,435,13600,450.646462587841,445.741870049743,445.194441614008,449.081815257496,447.215432164378,442.300855371403,449.702669773208,447.689733364953,443.695689719967,447.100743550372,449.206038336785,447.168327646077,443.147359275125,446.565272183489,447.216062747026,446.693987805093
"1330",2003,"NORTH DAKOTA","38043",77.9126084719319,416,8600,377.889624344537,370.830635430668,376.17977395071,374.273238586005,374.707181187819,367.698726758899,375.405139345813,375.727190355026,370.918969830564,374.17118943808,374.792249665932,375.095146478863,370.23764092709,373.202861994593,374.590863984602,373.957288475922
"1345",2003,"NORTH DAKOTA","38035",-64.0873915280681,274,15400,286.241570591286,282.224818770194,283.715727555287,285.417118568626,285.896172921832,281.859625587384,286.370606283343,286.846014150534,283.736189563251,286.40273026639,285.534446104012,285.988339850976,282.756946202674,285.539973536333,286.577009546626,285.718888193316
"1374",2003,"NORTH DAKOTA","38067",-146.087391528068,192,24900,221.91671111237,218.421123856088,221.82718165971,220.215209853129,221.209223875077,217.258175252401,220.252623584316,221.360540932196,218.795032657772,220.599636789141,220.671710699147,221.794667223628,219.382930466139,220.617715353474,220.878548456379,221.312108851417
"1403",2003,"OREGON","41045",56.9126084719319,395,5800,435.181079610841,445.023449867384,440.521213009979,436.326308437292,433.317549373801,444.118343619358,436.19189484797,432.873021887244,441.359470872015,433.545414708328,435.763433633082,432.418115215886,440.584105416709,433.621653815946,433.169373376876,432.714792219099
"1429",2003,"WASHINGTON","53005",301.912608471932,640,31500,632.929701515574,641.621477735833,635.125726531877,634.943936602962,631.508887440287,641.034298674269,635.830216762675,632.138634583246,639.407417667976,633.05790691546,634.249859224134,630.499565602831,637.216870112643,632.180783140868,632.714185187152,631.075658255238
"1457",2003,"WASHINGTON","53077",56.9126084719319,395,2000,415.092478324287,422.639058495908,416.578798097972,416.287717644906,412.307547582991,420.791157691881,416.960445718581,412.632950824916,419.065506082376,413.28818138518,415.654082406106,411.271434129812,417.230875198251,412.621759001824,412.94791631242,411.586640830087
"1485",2003,"WASHINGTON","53001",246.912608471932,585,30500,609.175228582518,618.187025067251,614.46212582902,610.155713224272,607.639765358205,617.46609353002,610.951230420358,608.204874870863,616.234954166967,608.676658530536,609.685827152441,606.892747110032,614.417091145979,607.906199184478,608.461300653554,607.149344977234
"1514",2003,"WASHINGTON","53043",261.912608471932,600,5000,558.617073445678,566.936399614265,563.610370156225,559.63235451081,557.43230338786,566.942040266089,560.167330195607,557.623541767908,565.064204565348,558.161108450077,559.020873636812,556.434419141024,563.411869236262,557.61098642542,557.835839416237,556.646846996548
"1537",2003,"WASHINGTON","53071",341.912608471932,680,11000,628.460133407499,637.120396443273,632.043551528004,630.146012744968,627.435201133271,636.868609652372,631.046058647439,628.123019558356,635.557572954051,628.870565413808,629.560838145497,626.584993085913,633.484021904084,627.989282018968,628.599120111438,627.061520293635
"1565",2003,"WASHINGTON","53073",36.9126084719319,375,2000,344.208286806436,347.278508805775,344.193212623929,343.902831075675,340.753934447163,344.94441681772,344.215160919539,340.61474728632,343.538767525707,340.704384677875,343.433227413395,339.793684498892,342.446994703928,340.387902002414,340.423848069577,339.602442690115
"1613",2003,"NEW JERSEY","34011",-107.087391528068,231,800,291.272574573702,291.389522240968,292.741527683882,292.192306442853,294.345521561184,294.088998531767,294.73824898308,297.192770876327,297.72658191555,297.146434879928,292.274112650783,294.674048777074,294.625692625244,294.796598352615,297.497755800581,294.97912407353
"1641",2003,"NEW JERSEY","34033",-82.0873915280681,256,1600,297.653645224769,298.419479906347,300.541084589417,298.392531411134,300.900770845459,301.204850856349,301.163764165406,304.024970173025,305.298400164551,303.855119065017,298.561163925159,301.365780373304,302.004064110385,301.306420123601,304.285538369627,301.626365263643
"1669",2003,"NORTH CAROLINA","37139",-168.087391528068,170,3800,236.107090442295,233.943642018516,229.298845592106,236.462656540351,233.597990681737,230.790335751421,238.509803308958,235.75330143254,233.644144170525,235.751189520021,236.493527215537,233.669588624843,231.145198783613,233.894242620135,235.965345785016,233.881656138696
"1695",2003,"NORTH CAROLINA","37187",-158.087391528068,180,1980,217.355944793466,213.96485801497,210.610009261574,217.564580326114,215.391181591502,212.394756528661,219.366007833823,216.993805072854,214.072946098922,217.031617062708,217.245209021987,214.803878512886,211.459607089697,215.354932608114,217.015060402245,214.824899831614
"1721",2003,"NORTH DAKOTA","38097",-168.087391528068,170,2200,218.636609199853,214.510511509211,215.427465713951,217.655583109391,217.558569793226,213.24483546628,218.751303175732,218.675087659312,215.45274592562,218.165039915378,217.835630960052,217.733038135875,214.372223529111,217.183928412151,218.385874011211,217.443341469959
"1749",2003,"NORTH DAKOTA","38005",-67.0873915280681,271,1100,283.873641607817,276.530239422757,279.569639301678,281.674879394334,281.871667323372,275.122185250669,282.114578978346,282.031865144032,276.362729565956,281.179729609716,281.738843246338,281.642781786796,276.012886231629,280.790492926975,281.256331531822,280.86620789173
"1756",2003,"NORTH DAKOTA","38095",-105.087391528068,233,900,253.193463190828,249.909145481622,252.346456226615,251.67294147708,252.040353396177,248.683305574506,252.511709590674,252.875812627813,250.649341207455,252.165577700274,251.930667466531,252.279002321908,249.961691858348,251.42823544426,252.406923906247,251.80944150993
"1783",2003,"NORTH DAKOTA","38099",-150.087391528068,188,38200,221.731885660684,218.098628035036,219.638919112534,220.690587995084,220.987485474393,217.067780570945,221.290411993185,221.646157870818,218.802140788281,221.136421560938,220.941035271734,221.287898080433,218.428821118679,220.616394750298,221.349270839801,220.990587841856
"1822",2003,"NORTH DAKOTA","38081",-17.0873915280681,321,1400,366.635484658768,363.21336566258,366.879504567082,363.921153712514,363.861449817392,360.4244794022,364.769368010473,364.64280313204,362.705407499192,363.482063005218,364.336564883263,364.194681671377,362.182588975461,362.762464640034,363.808616558188,363.359372606337
"1839",2003,"ALABAMA","1003",-195.087391528068,143,650,219.178590907294,215.587723278305,214.401349264335,219.006370363766,218.316678562532,213.909703299688,219.958063494111,219.472309852962,216.188872869185,219.265288397969,219.267689079182,218.760926937031,215.40281974169,218.427263066832,219.517599920477,218.806190179677
"1864",2003,"ALABAMA","1043",-71.0873915280681,267,150,191.525110239847,190.245793477742,185.931486206483,192.168068932538,189.858787047737,187.762687651845,194.119850965287,192.00873831039,190.605389208131,192.086118998072,192.250686790493,190.079594434419,188.280720095254,190.317440752117,192.327952505094,190.398987570953
"1889",2003,"COLORADO","8125",46.9126084719319,385,3500,389.255089300998,398.515689717337,406.002701675127,386.931889790142,389.65350675931,397.487986241618,388.657714461243,392.025909882398,401.819112948112,390.620438970524,388.087865208544,391.454730583293,400.843657324257,389.158025402687,391.515992392738,390.94409148146
"1904",2003,"IDAHO","16075",101.912608471932,440,2000,460.477247630917,469.908524614867,467.239943848371,461.9533703373,460.694254651719,471.373710307722,461.92958696832,460.35742759057,468.634688286963,461.097305184857,461.29774858535,459.702037224235,467.619682698147,461.046415927949,460.696624490335,460.041590628152
"1920",2003,"MINNESOTA","27027",-113.087391528068,225,3100,238.361444809211,233.726220733949,234.860770260429,236.679544596997,235.994169632786,231.116494035901,237.486856168313,236.784478596417,233.20714141154,236.050306502417,236.965538601724,236.243881475475,232.623723808794,235.353836771747,236.29396190562,235.752671683475
"1947",2003,"NORTH DAKOTA","38049",1.91260847193189,340,2900,375.909040767961,371.511988416664,375.888238795398,373.285375791087,373.884418616633,369.743048712413,374.14209813598,374.614281249098,371.885450999204,373.487169754465,373.600927591001,374.05761366517,371.249671174218,372.742727009182,373.761715242463,373.203888664482
"1964",2003,"NORTH DAKOTA","38021",28.9126084719319,367,1800,365.732174469259,361.599496852521,366.515868947242,362.470844314856,362.81278676918,358.558578049829,363.723540069046,364.041613561393,361.773530450157,362.59244339975,363.02671422586,363.323818126022,360.92359337773,361.516701861696,363.048270088954,362.329116027568
"1980",2003,"NORTH DAKOTA","38073",10.9126084719319,349,2100,397.122221669919,393.084139804861,397.386058944455,394.358555965916,394.765489847515,390.740329295138,395.21344809018,395.559252263049,393.134236908153,394.361007510061,394.784665869548,395.117415873741,392.631319884391,393.633160195662,394.699057168321,394.256065707008
"1997",2003,"PENNSYLVANIA","42021",-75.0873915280681,263,1880,264.605422708907,265.276507350356,269.324698201883,264.592246441554,267.732133675999,267.885321694349,266.515582708978,270.014134563633,271.336697599539,269.602133816488,264.934230231428,268.406325731917,269.326737584695,267.850906533216,270.046901560639,268.4389429152
"2022",2003,"PENNSYLVANIA","42077",-86.0873915280681,252,430,273.914005917736,277.278786822367,280.52023818051,274.475631331678,277.533479077732,280.067553833181,276.841688912968,280.400671289307,284.012282357134,280.134816210087,274.868147224793,278.391034424726,281.454273866263,277.981019012524,280.660102921231,278.650558783048
"2047",2003,"PENNSYLVANIA","42079",-98.0873915280681,240,430,280.409701414256,282.89464762463,285.137030211031,280.640936205537,282.621932583096,284.256453537834,282.352390956433,284.758173927529,287.398401777134,284.482714163289,281.038373398531,283.420283846568,285.689105047697,282.94048938409,284.927585911787,283.589753331525
"2072",2003,"PENNSYLVANIA","42049",-46.0873915280681,292,2440,290.246544450137,288.948422844194,291.283757322449,290.267405264703,292.25993749105,290.504602765283,291.797592942918,294.048869564576,293.333767349701,293.75850224724,290.506781938553,292.733633281619,291.737467813118,292.365159736666,294.087905258069,292.772562097683
"2097",2003,"PENNSYLVANIA","42071",-38.0873915280681,300,695,305.134597123894,308.669156043565,311.678928167418,305.805600822141,308.797814641631,311.510336101003,308.37184861184,311.869036596319,315.638855969504,311.628406730828,306.17576383181,309.630600366438,312.796421394784,309.288126734914,312.1619206438,309.92359271557
"2119",2003,"PENNSYLVANIA","42031",-60.0873915280681,278,300,319.287807941881,316.932749411835,320.827914034848,318.824802685226,321.578018178597,318.530533297847,320.736448473325,323.844108794265,322.460534294915,323.264909584114,319.253792077412,322.335409619935,320.640568983418,321.539317440573,323.754451319642,322.245457264819
"2136",2003,"WISCONSIN","55057",126.912608471932,465,3250,432.915393924027,425.876844637397,427.328853957496,430.534699338871,429.349067449054,422.608240942746,431.1475299962,429.713773240289,424.208749947516,428.805324063839,430.68364881828,429.22771291997,423.73535341132,428.278187741768,428.937093932293,428.449980291895
"2163",2003,"WISCONSIN","55073",36.9126084719319,375,1550,369.511174733966,365.350519600113,364.699611875986,367.824549172434,365.734513460156,361.337195352326,368.039379499036,365.855396961501,362.415554766257,365.248065403732,368.053592945875,365.857968864224,362.49641665225,365.100071232607,365.379379462495,365.381341643114
"2188",2003,"WISCONSIN","55085",-23.0873915280681,315,1650,319.445226164091,317.912919780183,317.400111722392,318.410454595026,316.965372248617,315.315404462631,318.565975468035,317.058226434668,315.881332599691,316.690094281421,318.545968528711,317.029503455463,315.869064210105,316.578161571119,316.768618014091,316.73952046755
"2213",2003,"ALABAMA","1049",-104.087391528068,234,350,211.157497834066,209.796221700297,205.717073135482,211.672743430133,209.314954771708,207.568311488601,213.26848648002,210.962084728018,209.541312106228,211.071304595458,211.611634259146,209.249797351528,207.480963391792,209.613890247504,211.187144351037,209.474941124979
"2236",2003,"MINNESOTA","27097",31.9126084719319,370,2700,472.027742704171,468.127588434492,470.247644657632,469.701382326713,468.977416261854,464.858625659403,469.903016327619,469.130105306555,466.326945018896,468.206724277726,470.093545940005,469.319787657877,466.615024599614,468.082018036437,468.444639301871,468.633465838893
"2251",2003,"MINNESOTA","27047",-13.0873915280681,325,2200,294.376214018577,289.634000397745,287.711341750829,292.59292691004,289.379259880307,284.79641933988,292.934670037219,289.451166943226,285.508181847254,288.88395171742,292.633278886183,289.123092399172,285.194034155281,288.606306551914,288.904231054574,288.57541645977
"2277",2003,"NORTH CAROLINA","37013",-178.087391528068,160,1230,223.435162385344,222.123772937917,221.474478900274,223.50619223395,223.070226734822,222.303709568354,224.841803863665,224.245013613638,223.411768311155,224.20552531763,223.254697134164,222.611547992377,221.425036556829,222.952058689362,224.19560274298,222.561878934142
"2298",2003,"NORTH CAROLINA","37031",-183.087391528068,155,1030,233.863139169498,230.042294817239,229.492119128024,234.176942507246,234.459928029134,230.240612914174,235.695586712289,236.122927697173,232.790845132574,236.043682490348,234.239814282114,234.629864672205,231.047765548403,234.652232262271,236.250577039499,234.757499483762
"2322",2003,"NORTH CAROLINA","37137",-163.087391528068,175,1500,241.218098902754,238.351625108461,237.998791976936,241.53671005593,241.853372227109,238.86707610802,243.200125792536,243.59129530551,241.240862689769,243.520587064757,241.50726510719,241.854389282587,239.171272084644,241.98508012742,243.688161173374,241.951172080308
"2346",2003,"NORTH CAROLINA","37177",-163.087391528068,175,2720,240.1569950273,237.439532050324,233.352061470557,240.394939055907,237.614254691964,235.458394880679,242.133992439405,239.081734431713,236.725540359226,239.180259212168,239.989672658183,236.864401047873,234.063477903115,237.555385734525,239.099558279981,236.881983218414
"2370",2003,"NORTH DAKOTA","38093",82.9126084719319,421,1900,374.708665542707,365.848430139929,370.162912437991,372.222542677091,373.105228326312,365.159479343609,373.27455998053,373.806733185754,367.149802111557,372.777515296387,372.225692957047,372.728561561583,365.975291323081,371.814500424379,372.889343966081,371.809868061755
"2377",2003,"OREGON","41031",46.9126084719319,385,1000,437.393971501853,449.394591239537,439.511705906327,439.470025456754,433.24799031437,446.274094761058,439.543006326173,432.891627939705,442.716848600947,434.06163956491,438.612187397147,431.905903915935,441.26258262009,433.933706403784,433.504233263627,432.51917671653
"2400",2003,"PENNSYLVANIA","42029",-42.0873915280681,296,430,296.271970524861,298.769554306952,301.027975245801,296.748417683635,298.997739051301,300.75929288018,298.98210812284,301.653095730583,304.396383853177,301.417181132821,297.07374873335,299.706086993699,301.937394679534,299.383680447009,301.879372931578,299.932421904115
"2423",2003,"ALABAMA","1071",-156.087391528068,182,600,211.015426839738,208.807255797006,206.388166937551,211.368915832023,210.13615615092,207.630730492956,213.034695888901,211.867563232128,209.893056951972,211.863509493787,211.340603187328,210.122168910069,207.804555710159,210.33763671372,212.016895740512,210.271484573064
"2446",2003,"IDAHO","16023",-108.087391528068,230,2700,265.935013452795,278.630079523901,279.166563139673,265.863546900053,265.277994908949,278.158461686303,264.883401335753,264.312232979765,275.772610782425,264.395389510378,265.9351208424,265.390013220518,276.794150254268,265.309063470699,264.325842194084,265.403768450495
"2471",2003,"IDAHO","16013",-88.0873915280681,250,1900,374.631770833236,386.631351977484,385.789425613009,375.230411048276,374.343939433739,386.826860542214,374.384829344871,373.419448889066,384.055853838748,373.799797977141,375.056372028486,374.105367053494,384.622261344967,374.560809085716,373.598005092133,374.284233908457
"2487",2003,"IDAHO","16063",-18.0873915280681,320,2000,388.613258727262,403.94004470852,402.448542113334,389.438429245103,388.148258582428,403.645807269023,388.578573012038,387.323726887979,400.816687273471,387.774081361581,389.366784306901,388.12856597445,401.457191558392,388.56231455335,387.629357923233,388.43468469815
"2511",2003,"IDAHO","16001",124.912608471932,463,800,442.053738400709,451.089399710437,448.36103098374,443.348795489406,441.96452573729,451.757171245979,442.809523741734,441.23432305436,448.960844731122,441.91766512147,442.89760238948,441.318527491833,448.869545704441,442.365928278885,441.581528057528,441.666187492599
"2524",2003,"NORTH CAROLINA","37029",-148.087391528068,190,3400,239.383087469404,236.612094174641,233.387717228874,239.509049871189,237.454627602081,234.311185059646,241.465563186657,239.459907668394,237.011629293348,239.366539847318,239.504287705022,237.435864296183,234.591745898096,237.583457416619,239.55629758566,237.532136278967
"2547",2003,"NORTH CAROLINA","37053",-158.087391528068,180,810,237.120204860021,234.291434582734,232.58113448117,237.38629291629,236.559503733459,233.820577205058,239.477156147461,238.62007401896,236.346754338549,238.555505702584,237.237430328937,236.315327364706,233.57642993282,236.622259416313,238.686241944793,236.381305138946
"2570",2003,"PENNSYLVANIA","42037",-72.0873915280681,266,395,298.538550042888,299.9934512797,302.86157977169,298.705079045009,301.12862040333,301.895336682201,300.450683736532,303.259028100856,305.071569363822,302.952350779164,299.05919837804,301.843295416567,303.287131356646,301.370583655131,303.37897492449,301.963227063672
