"","year","State","FIPS","yield_ana","yield","area","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P"
"570",2003,"MINNESOTA","27039",-0.0684472659162019,6.41,2900,6.57366240061385,6.62647616669565,6.78418914907878,6.75051465333222,6.46750639120571,6.5027740726553,6.6111807904359,6.55999353298516,6.33575678100504,6.33227956611109,6.49615384248947,6.45276279503204,6.57905141929113,6.49584659101587,6.60821755839388,6.22383852592911
"599",2003,"MINNESOTA","27099",-0.578447265916202,5.9,8300,6.27543696624886,6.41047056960239,6.60204958950178,6.6494345473445,6.26206263983918,6.36098030962304,6.37229621071166,6.39866166210553,6.03460364549508,6.12835745626203,6.21261709177216,6.27020695553993,6.37896817096383,6.3904383713567,6.41359488638673,6.26474417022091
"655",2003,"WISCONSIN","55047",-0.778447265916202,5.7,3800,6.52581796274203,6.73963674960422,6.70381492586432,6.84509697998013,6.40671336410012,6.61461863290562,6.47266150005863,6.61343090979924,6.3173608319081,6.47155290758044,6.4466022828031,6.57084496731811,6.50226026556677,6.60286842695029,6.53237007781977,6.24076109271287
"683",2003,"WISCONSIN","55097",1.6215527340838,8.1,23100,7.52366676981019,7.65413487293302,7.60834404890406,7.73113346053418,7.33825134710838,7.50626349118756,7.38674101680655,7.50822089298096,7.35290709223961,7.45053454229302,7.44488225291364,7.53279764377583,7.459248735525,7.55907160755129,7.49536962661299,6.27835456400687
"711",2003,"WISCONSIN","55137",2.2215527340838,8.7,12700,7.52047548118567,7.68658018761247,7.69507742417813,7.79935819212558,7.41775727172124,7.56180743490602,7.46929587005461,7.55344640657769,7.33300676605283,7.44058863022947,7.4448283457768,7.52378105500658,7.5172250900094,7.58307124134251,7.54716088378422,6.24924622704274
"739",2003,"WISCONSIN","55117",0.221552734083798,6.7,3300,5.84341387111984,5.8534762562827,5.76490155292949,5.79933830467871,5.51403160221465,5.60957398409549,5.46124746223815,5.55802307548234,5.50761752309156,5.5784635529495,5.46260039721421,5.53609977333778,5.49072008175802,5.55848307715418,5.45747558224039,5.72038415036649
"793",2003,"WISCONSIN","55089",-0.978447265916202,5.5,1500,5.91767720605337,5.71276395276849,5.88794790219258,5.74857660726616,5.57856542191104,5.4294773989632,5.52700035959702,5.37777553845345,5.60714355463099,5.45284478213611,5.57599324728873,5.41994094173236,5.62954163612397,5.50862491764472,5.58629118780972,5.53245793783034
"820",2003,"WISCONSIN","55131",0.421552734083798,6.9,1400,6.17103870482253,6.11359169429635,6.36722820758911,6.35893670596579,5.97728060681054,5.93501149005463,6.01962234004077,5.95904124386712,5.8778432253615,5.84850420318392,5.9670861947677,5.9360228244112,6.10188798963929,6.09870119545252,6.10652923109854,5.94084671337859
"847",2003,"MINNESOTA","27127",0.811552734083798,7.29,6800,6.49024513940243,6.50998868413797,6.71838781684262,6.59693627165812,6.49810369085176,6.52844931468539,6.6963866243532,6.63038287429109,6.45335320718693,6.41417109554297,6.69422124294905,6.62077034724356,6.66718439250635,6.53141104412367,6.77809024306068,6.55296550177361
"874",2003,"WISCONSIN","55001",2.0215527340838,8.5,7300,7.1539727258194,7.26280977080543,7.35099990945874,7.34087485636172,7.10166957892154,7.20224845793651,7.19311389720462,7.23359590558393,7.05866252135017,7.12749451420718,7.20748096922452,7.24829244,7.24316105214352,7.23163401704207,7.31662970264061,6.31345650174113
"901",2003,"WISCONSIN","55039",0.721552734083798,7.2,7400,5.98618169372888,6.04934277251097,6.03780838499797,6.07332843427356,5.76300692362963,5.86900775811227,5.81450642714993,5.88685936327336,5.70534692716983,5.77998298636624,5.78980782209746,5.85123463786505,5.79298255163679,5.82911809553054,5.79951546192191,6.01269855372143
"928",2003,"WISCONSIN","55027",-0.878447265916202,5.6,7200,6.04583135359018,5.97116568229432,6.22872941975428,6.15256616489793,5.83381923451919,5.77695484511806,5.93392753436631,5.83991134573008,5.76044667113427,5.69090911051892,5.9078191943776,5.82442519446486,5.96111320704939,5.87557340699373,5.97875811735819,6.02737937811008
"955",2003,"WISCONSIN","55105",0.821552734083798,7.3,5100,6.54811114411483,6.51050301025556,6.70730867386819,6.59685246455117,6.40443124845233,6.36212737905032,6.5296356702973,6.44613905677149,6.30632189037387,6.27989855264552,6.483867462642,6.43120060692482,6.46437246235549,6.36125035255182,6.49995727333924,5.95463658816841
"981",2003,"MINNESOTA","27121",-0.168447265916202,6.31,1600,6.23907667912026,6.18813123914252,6.63658431844438,6.40044084117264,6.24544588949346,6.13978195841916,6.30924083536747,6.13536201227971,6.17186636050122,6.03961668888299,6.32241002004151,6.14856744254659,6.50760686225691,6.24784684034335,6.56843418651803,6.29649047644169
"1026",2003,"WISCONSIN","55135",2.4215527340838,8.9,1700,6.82688886761198,7.08052203006736,7.03129305400903,7.22953620755916,6.75462962303234,6.99694714707717,6.79662509094405,6.99707969864203,6.59858075983151,6.83805532902268,6.68957545594786,6.91288176782966,6.83247810820081,7.02772584942612,6.85545025581287,6.33173295897274
"1051",2003,"WISCONSIN","55021",-0.378447265916202,6.1,900,6.14557375575792,6.19122495994154,6.33105545500481,6.29484315686814,6.01614837327038,6.05990314546952,6.12633173489056,6.12112834847235,5.96958374815938,5.99515483515871,6.13645747174031,6.13553194643118,6.14979075008945,6.11153221794063,6.19749345238968,6.25627334935442
"1076",2003,"WISCONSIN","55025",-0.878447265916202,5.6,1000,6.24753272436662,6.20770539631365,6.51614707503871,6.37459761722778,6.13678986289825,6.06143896717752,6.20022141004996,6.07423232264206,6.00949936697866,5.94034375575934,6.16266482492456,6.05511566795112,6.25631788615135,6.09441968273827,6.28364992818108,5.97515542784739
"1102",2003,"WISCONSIN","55109",-0.178447265916202,6.3,2700,5.40299683501706,5.4269233708465,5.70585291207333,5.57769228541426,5.50070972327109,5.39053902305684,5.57941041614821,5.39162739035815,5.36689017708095,5.28391359576832,5.52032023241926,5.38483462669771,5.63383594317676,5.4460576250058,5.69445471765113,6.12772894714086
"1127",2003,"MINNESOTA","27045",-1.0084472659162,5.47,1500,6.55765200207473,6.78769901162823,6.86804591616482,6.9208359991514,6.44834328930853,6.7481026834483,6.59316237967416,6.76832400144443,6.42899456774521,6.57018306002723,6.61516261587371,6.70320573145206,6.71534573766397,6.7130423264964,6.78045824156245,6.23027301706719
"1137",2003,"WISCONSIN","55015",-0.978447265916202,5.5,1400,5.58413256132298,5.79304284370893,5.61908496652002,5.79545675098679,5.46146877728062,5.70181302708816,5.47965310200509,5.69960584977326,5.36456699790236,5.59943145587271,5.41896200692151,5.64705223987712,5.43529466517513,5.63199738452581,5.42600741175786,6.14258096093309
"8",2004,"MINNESOTA","27085",-0.465503170455486,6.1,2000,6.70240282340051,6.68878840994976,6.60521742476509,6.54403242113505,7.32757863650055,7.05718694915633,7.28130945581254,6.90412033462786,6.93669568163464,6.87910681470869,6.95114912388173,6.75029704323519,6.86115359494005,6.75731860764106,6.83462404412169,6.41546214446841
"35",2004,"MINNESOTA","27093",-0.265503170455486,6.3,1300,7.06626355557804,7.04026984006664,6.78750358746464,6.71663718832492,7.46291293170335,7.29470294270785,7.35087500376048,7.09430907643164,7.21952250589897,7.16988795881743,7.14595074286701,6.97774196330375,6.99076713333383,6.89364245770413,6.94211073876469,6.40377815501136
"67",2004,"MINNESOTA","27129",0.134496829544514,6.7,34200,6.6682543379486,6.65923212251005,6.54773180287056,6.5380911827617,7.34595785946869,7.02794795644933,7.30799684103426,6.87845006630406,6.99860508261722,6.92626867603548,7.02594234467348,6.80611161799551,6.88979181551619,6.82572397907488,6.87304060517592,6.50350295968371
"99",2004,"MINNESOTA","27015",0.734496829544514,7.3,9700,6.88637351979695,6.91084912641868,6.73273339532459,6.77132495292299,7.41715352028055,7.24682439878802,7.49933808019468,7.25403974337152,7.16453253232483,7.16948836870541,7.28755551388323,7.20856663042839,7.02595037796882,7.05209830390693,7.05949413792022,6.78622625316403
"132",2004,"MINNESOTA","27043",-0.365503170455486,6.2,5300,6.86173249893792,6.72206996244443,6.53646072680005,6.49262072756381,7.28220522009285,6.95949615879786,7.44372948444406,7.06044567248117,7.09534864778095,6.962648425388,7.25483157039093,7.05764284873838,6.82020271272481,6.77047565099303,6.89307995115024,6.55564079317515
"163",2004,"MINNESOTA","27047",-0.265503170455486,6.3,5800,6.83131747982179,6.66756883979664,6.56665754994143,6.52390379360175,7.32775457871945,6.95341756205976,7.38073804924951,6.95160386217537,7.00544249656833,6.83823661034569,7.08957802833046,6.86187144169417,6.78568597363768,6.7090692164343,6.814285654632,6.3069269948321
"219",2004,"MINNESOTA","27091",0.634496829544514,7.2,2000,6.74647439951444,6.55363395398548,6.37555637807446,6.29140205083772,7.18877274917057,6.84569526843089,7.32453474981648,6.95752313916687,6.99035213840595,6.84910263005878,7.13228569997653,6.95480825505907,6.67235742839996,6.62004089724375,6.73821173297599,6.56456686399123
"251",2004,"MINNESOTA","27103",0.534496829544514,7.1,2500,6.82606109585379,6.88014701451586,6.66276843043946,6.6832542091899,7.22869234847508,7.17028011173884,7.28921668250109,7.15111103949255,6.9831814839071,7.03875266627711,7.06803297922333,7.0416738681821,6.86326007530935,6.88734913773108,6.88173887286772,6.73516668287178
"279",2004,"MINNESOTA","27147",-0.665503170455485,5.9,6100,6.61450996854184,6.34113775991597,6.22600605978344,6.0620674666243,6.99812418663963,6.53291074049192,6.91117470479288,6.43359697110562,6.64315321347986,6.40379230531481,6.60524617166864,6.31306125831297,6.29948106200669,6.12472292357729,6.27360995014826,5.96970500256703
"311",2004,"MINNESOTA","27161",0.634496829544514,7.2,4900,6.80961200222931,6.86085526550522,6.56044968047987,6.62072847407193,7.2425329990602,7.16494396487083,7.22921469515087,7.10476766379315,6.91267350464454,6.97829873855678,6.95725551237953,6.96554167177527,6.7131692104671,6.77473287249162,6.72591422972979,6.56929051451849
"355",2004,"MINNESOTA","27037",-1.06550317045549,5.5,3400,6.93580143329362,6.84782903113491,6.75101732963882,6.61099376718217,7.27121899215412,7.03171138153115,7.37306282725704,7.02782777846068,7.0770491017871,6.94998068460542,7.17277031159085,6.92843808689093,6.92896075499793,6.74848888358474,6.94994437400099,6.45335362930997
"387",2004,"MINNESOTA","27049",0.134496829544514,6.7,4400,6.79682409259194,6.85106163673515,6.62561933699515,6.61448081027279,7.27288963587201,7.06858292749626,7.20663150376179,6.87841289260238,6.92232045084965,6.89880399339042,6.90105165672338,6.71412790998508,6.77813853406667,6.69041994440341,6.74256630539659,6.24914061923643
"419",2004,"MINNESOTA","27109",-0.0655031704554858,6.5,8500,6.37271105659797,6.23788863998889,6.22317804562456,6.08800341233333,6.87829952761112,6.51618403923922,6.66887877562138,6.31397294030309,6.40750378732777,6.32327570530376,6.30055056323886,6.14014414898689,6.27018861920255,6.16537171638894,6.17614950704785,5.96996249015868
"451",2004,"MINNESOTA","27157",-0.365503170455486,6.2,3900,6.6282504906779,6.61958030101222,6.5176430212591,6.48153404925423,7.19553096029141,6.78924175263508,7.09233571165057,6.54197201549038,6.74990365899351,6.61969782982611,6.72472967145896,6.38479021556028,6.65505796571395,6.49294825082048,6.59962549135049,6.02353852372279
"481",2004,"MINNESOTA","27067",-0.165503170455485,6.4,3700,6.95636554267072,6.98134054794289,6.74816831064369,6.72760746831711,7.42981984240102,7.27055178899432,7.33011658585792,7.07988763398646,7.13239353517991,7.12776768061509,7.081050573379,6.95240757325811,6.9620308102034,6.9156853250564,6.92246171473129,6.47013507624647
"510",2004,"MINNESOTA","27143",-0.365503170455486,6.2,7700,6.85769968933194,6.77574153916192,6.74073940744307,6.62115625058221,7.41900148129745,7.06798253988921,7.4617382674017,6.99149178224024,7.06546081922734,6.93381469913053,7.1356716143904,6.85692808652732,6.98308422058894,6.81480358378866,6.98413686532403,6.37134959506804
"569",2004,"MINNESOTA","27039",0.434496829544514,7,3500,6.97754243042806,6.83219216853737,6.26990769062897,6.15508541528771,7.35558402650977,7.06230577614339,7.08865367122392,6.7821346084604,7.03873422679596,6.92894845217346,6.83985082791413,6.65228854544053,6.40113906443527,6.28613659670747,6.31714944876581,5.67785069652023
"598",2004,"MINNESOTA","27099",-0.0655031704554858,6.5,8400,6.67266113332242,6.67082439725335,6.25743540277337,6.26120201592499,7.15301055305898,6.91847307608616,7.02798862537973,6.72042648951037,6.84135261315368,6.79755338478094,6.76256026146721,6.60284748324387,6.45871313507016,6.40599677205287,6.40291280457667,5.95175279634686
"628",2004,"MINNESOTA","27141",1.53449682954451,8.1,2200,7.31445466211311,7.33692444768615,7.11107419667986,7.06267920320769,7.6917420255864,7.5882014415273,7.47411351769419,7.29403140694534,7.43843295588326,7.43600699334795,7.27377085984189,7.15209747085496,7.28005360942561,7.21131863220536,7.19475815191775,6.39688209468141
"654",2004,"WISCONSIN","55047",-1.26550317045549,5.3,2900,6.45145588541538,6.1056194230642,6.34856858490267,6.12880156424555,7.12715077359465,6.24053063724494,7.01297562958907,6.01106245206644,6.71418472863434,6.21065423818933,6.69203521864506,5.98829846123172,6.5731923200017,6.16514794358701,6.48538617005169,5.5243150367606
"682",2004,"WISCONSIN","55097",0.734496829544514,7.3,22300,7.78551082306279,7.71747292853974,7.52070684893508,7.42829933160138,8.21356400844716,7.96383351821459,7.81297536567538,7.52615455267635,7.88184527711516,7.78356467751331,7.58469845968064,7.37124241389092,7.63632896154681,7.4914228363534,7.46728014244542,5.80502062266583
"710",2004,"WISCONSIN","55137",0.834496829544515,7.4,11400,7.81949266493239,7.68022183211744,7.60873078704246,7.49942797284288,8.29654397328274,7.8896862201758,8.11377970776515,7.64374144756548,7.98085919772519,7.77529324561361,7.87824110095023,7.5511058886377,7.77249723059279,7.57260075886973,7.67364126546511,5.88622869466151
"738",2004,"WISCONSIN","55117",-2.16550317045549,4.4,2200,5.45942733889715,5.19296007440403,5.33465168674057,5.09509729595588,6.12681946125744,5.29104594201053,5.85036553723554,4.8743646869955,5.69246664139165,5.21912244143269,5.53424043656598,4.81294513342537,5.49575928596648,5.02231283065552,5.3543017019141,4.96272803041558
"819",2004,"WISCONSIN","55131",-1.76550317045549,4.8,1200,5.96982999019206,5.70030145325228,5.93573928047831,5.75094114931379,6.67598155521029,5.84104314087882,6.5163036055111,5.52121633522727,6.26904499524448,5.77991846221662,6.20840584127246,5.48284957098964,6.16198035312796,5.73286271747055,6.0476559773042,5.32372832081327
"846",2004,"MINNESOTA","27127",0.534496829544514,7.1,6800,6.56239986392044,6.58680882227461,6.51477854221531,6.57022823136683,7.31187249339064,6.94452573002248,7.36745679987842,6.87448110512953,6.931507869315,6.85553041038949,7.04953994351555,6.81874885750324,6.87931623866321,6.84664999381767,6.89111178185414,6.5155577041741
"873",2004,"WISCONSIN","55001",0.134496829544514,6.7,7100,7.03925156602284,6.65012204472101,6.97109718193572,6.69050504498901,7.78906976116982,6.86754424010849,7.58355451702178,6.61793022973332,7.27268332692763,6.80441885031765,7.19423816494014,6.56214382408432,7.19628070378167,6.80818819563846,7.09242566310028,5.53360322842719
"900",2004,"WISCONSIN","55039",-1.66550317045549,4.9,5700,5.76249763742893,5.28915441832924,5.69365688811689,5.36163338090474,6.45565205892944,5.44256141688418,6.26746987422705,5.18346395409573,5.96555725663334,5.37584464864061,5.90538144466263,5.1388840059844,5.82118550824106,5.3238556524436,5.70247536957737,5.32077150776608
"927",2004,"WISCONSIN","55027",-1.16550317045549,5.4,5200,5.81102340008624,5.51940685362273,5.7651854587827,5.56649702926574,6.49317384850301,5.72676567994861,6.42391629489252,5.55444413756558,6.08044818986645,5.65506997402028,6.10194920221123,5.50462536819051,5.97603793543644,5.61224899007666,5.89881973337892,5.63281891660593
"954",2004,"WISCONSIN","55105",0.0344968295445138,6.6,3900,6.76997236595684,6.77175986925144,6.56254932041805,6.59664948476804,7.22284557397746,6.99660972414282,7.33473372596459,7.01246916063622,7.01946208697674,6.93943978758729,7.14108052053423,6.96030280446141,6.81023744083534,6.75044482411682,6.82790286295318,6.25184854859881
"980",2004,"MINNESOTA","27121",0.134496829544514,6.7,1200,7.21961472222301,7.23998867606155,6.8606201721299,6.84143671846829,7.50133312885109,7.48620954174986,7.27582256821645,7.21485813983351,7.32570635099965,7.36668843751109,7.13641571660109,7.09499933923829,7.0422619292203,7.03870322986629,6.96868572835717,6.43654364366041
"1025",2004,"WISCONSIN","55135",0.534496829544514,7.1,1200,7.30505987992384,7.29977332479341,7.08943713093353,7.06443014460087,7.71005595942929,7.58364647016808,7.40995439950715,7.24255536975419,7.44310341588904,7.40793755859776,7.23777751314605,7.11376555528602,7.22295284421566,7.14359396588909,7.08688459923696,6.01768529582407
"1101",2004,"WISCONSIN","55109",-0.965503170455486,5.6,1700,6.67914007848212,6.50862647426929,6.23179772452729,6.02526710387931,6.86192621219679,6.65960390398425,6.52085791590752,6.29771832347468,6.75801972898702,6.62647277696454,6.45827514023477,6.2395302895878,6.36972796723071,6.19530356752478,6.26062229519589,6.13932863452014
"1126",2004,"MINNESOTA","27045",-1.16550317045549,5.4,1500,6.29653861052598,6.04144229546503,6.25380940937871,5.98440865767343,7.01919420661673,6.34491289843666,6.85930157143522,6.14296252812812,6.50025328645226,6.21258386846212,6.41994240341134,5.98505691410795,6.43627076862871,6.12514574434906,6.33663850454172,5.52982052411691
"7",2005,"MINNESOTA","27085",0.546473344677634,7.2,1700,6.73469284505232,6.84844614974592,6.89146593643021,6.94219977813428,7.05259169213543,7.21191499571169,6.84792279403266,7.01473672467683,7.02423428150959,7.13855731081292,6.86454968710863,6.98112579426567,7.10916833340291,7.17009094548519,7.00233960485423,6.99860853503548
"34",2005,"MINNESOTA","27093",1.14647334467763,7.8,1500,6.83938645573409,6.93889331942122,6.94984259568774,7.03522495214926,7.03978194201145,7.2222230748202,6.89597356513293,7.08198527472469,7.15607623366574,7.24007454724634,7.02769591135869,7.12854110343186,7.17915398081101,7.25659195456157,7.06737630105262,7.01756551494792
"66",2005,"MINNESOTA","27129",0.746473344677634,7.4,35500,6.85242078318628,6.99494950899756,6.89609164176188,6.99301709472524,7.06488232964539,7.2998977679165,6.87254684305473,7.11073317402296,7.13130644216245,7.2705421112198,6.96136693404508,7.11183711496224,7.12483042058878,7.23600391484845,7.01418961485089,7.08401173605637
"98",2005,"MINNESOTA","27015",0.146473344677633,6.8,9600,6.85052093340824,7.01248819324482,6.89017664281571,7.01446312830582,7.1443363116229,7.35327956333293,6.90260626683098,7.13299259606049,7.18892472417363,7.3411157969855,6.9870959597936,7.15995859762035,7.18888456400459,7.3312288543097,7.07080666119794,7.08755775995624
"131",2005,"MINNESOTA","27043",0.446473344677633,7.1,5700,6.65318115133021,6.82324689570881,6.64055744894363,6.79891129147614,6.95290200415751,7.14238668747788,6.68313447185919,6.90674194546292,7.05513330890942,7.20578848150843,6.81675974873521,6.99466185371461,6.99508436855537,7.16342508235624,6.85599672364824,6.97858116690449
"162",2005,"MINNESOTA","27047",0.946473344677633,7.6,8400,6.99379832947373,7.16271036118648,7.07549830207159,7.20346211700517,7.16309744146596,7.44471909902168,6.92010710399852,7.22124852651455,7.35601392458122,7.52176616542775,7.13344462089313,7.32255425767221,7.34764970691651,7.49721484044151,7.20522578519762,7.07860305633708
"218",2005,"MINNESOTA","27091",-0.253526655322366,6.4,2400,6.41962029028052,6.60610635861634,6.4162056002445,6.59179591604408,6.76959131686193,6.92254217901916,6.59609678611683,6.76006446109623,6.85230670981845,6.9864089294961,6.71240231591283,6.86186054763704,6.78981681979747,6.94852570624569,6.68807213012926,7.0197875138646
"250",2005,"MINNESOTA","27103",0.0464733446776338,6.7,2600,6.8005968650435,6.87870369080046,6.79532999927115,6.92170263103417,7.01882319607703,7.18317362847004,6.77477900278491,6.96086958991729,7.13959537434429,7.20408510930129,6.92716453933518,7.02916446042079,7.09137848947954,7.21914202825872,6.96673802267667,7.09481144367898
"278",2005,"MINNESOTA","27147",0.446473344677633,7.1,6300,6.81160846077366,6.98215028812939,6.94111361985641,7.05708910669151,7.04057162961447,7.31022124785377,6.81584529097936,7.09132044239948,7.12456014855551,7.28722663177991,6.9338412097236,7.10715176301316,7.17455269905357,7.30005478299382,7.04146820004099,7.12012631983056
"310",2005,"MINNESOTA","27161",0.846473344677634,7.5,5900,6.80755942559187,6.95440702596533,6.89319238570421,7.01602919831726,7.06611516321332,7.26656688513501,6.79574964154241,7.01872764031708,7.14557344267358,7.27212607883813,6.92208344085304,7.06799813021167,7.15942621816313,7.28277635384293,7.01475730259477,7.05785255151744
"354",2005,"MINNESOTA","27037",0.946473344677633,7.6,3300,6.73146769540467,6.90033849880725,6.82956310988947,6.98658364529846,7.01223134468778,7.23989735629292,6.76782076514887,7.00029946884412,7.03423142116866,7.17890202249684,6.85185341145332,7.01185394563818,7.08146993242584,7.23252254083624,6.9793317484185,7.09690521923459
"386",2005,"MINNESOTA","27049",0.246473344677634,6.9,3900,6.77933439957001,7.00662272568382,6.965300028244,7.16635310656045,7.16874212349873,7.42978819190042,6.95415206844064,7.20544249485174,7.10290995964048,7.3053822680191,6.97416436252517,7.17767552071308,7.22784034508153,7.42164819401285,7.14326673462048,7.18552927496607
"418",2005,"MINNESOTA","27109",-0.953526655322366,5.7,8500,6.82323528529735,7.08029265186206,7.04684959675794,7.21940600365278,7.09148714864194,7.44443592347821,6.95111944437932,7.28954268398261,7.12051655041767,7.39099604581757,6.99992886312963,7.26492039690365,7.26065779834249,7.46662110060181,7.16703790649486,7.13288565435892
"450",2005,"MINNESOTA","27157",-0.353526655322367,6.3,3700,6.82692233577183,7.12293746868396,6.92784441633523,7.19452883655211,7.22625756183685,7.57740149725713,6.99870944740244,7.34007713067339,7.15131895437298,7.43622017911863,7.01294370068118,7.29849901699626,7.21670687892782,7.48933856817631,7.14039760262917,7.15859959502865
"480",2005,"MINNESOTA","27067",1.54647334467763,8.2,3800,6.95518054701576,7.06105109693375,6.97380241872975,7.09641178312462,7.11372908904965,7.34169380285524,6.97020066894884,7.19898431267981,7.35923921778498,7.44064668645129,7.21832272802126,7.32662215482184,7.28564791610536,7.40013320688442,7.17434182113738,7.13445844087888
