"","year","State","FIPS","yield_ana","yield","area","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P"
"420",2003,"MINNESOTA","27109",-0.778447265916202,5.7,8200,6.52875887515998,6.20768150035904,6.60471282543464,6.37693493147133,6.7203005711379,6.49124813552262,6.21767242398859,6.67214759074625,6.31968817953251,6.52629112373483,6.2255743074303,6.672987825294,6.35318458653313,6.5696573813123,6.40078628770488,6.42494157043828
"452",2003,"MINNESOTA","27157",-0.568447265916202,5.91,4400,6.77125524560888,6.41425735394834,6.85972226809763,6.55522691924772,6.98017361996745,6.6851978090082,6.43405645810708,6.93387911537605,6.53135651226056,6.72591320030424,6.44050276572264,6.94364927869121,6.56711520542705,6.77617926184775,6.625822568954,6.65175440219831
"482",2003,"MINNESOTA","27067",-0.168447265916202,6.31,3200,6.89585252335222,6.48175925596802,6.9781966789631,6.55097390151645,7.04618932587284,6.67948596125183,6.50968414383094,7.03372501901119,6.58574295198911,6.71497378281349,6.51345630414402,7.05038052141523,6.61886128806694,6.77341768987588,6.68226059478947,6.70648684165273
"511",2003,"MINNESOTA","27143",0.421552734083798,6.9,8600,6.91079512675867,6.48753059554606,7.01537688278618,6.53315743363178,7.07087923736733,6.6751995947456,6.52076405561932,7.05530603377703,6.59194448829208,6.69893936576177,6.52461747383418,7.08433718297747,6.63105568322916,6.77176984767453,6.69238870868904,6.72199868724256
"540",2003,"MINNESOTA","27013",0.231552734083798,6.71,2100,6.28623568079576,5.93829871193426,6.39709247842386,5.99062649241342,6.4484832366652,6.12795900362872,5.96869763541708,6.43046697485137,6.03936634702785,6.13557839821713,5.97400242663433,6.46247274926907,6.08121807340056,6.21623987790205,6.1318841426298,6.16393857503234
"570",2003,"MINNESOTA","27039",-0.0684472659162019,6.41,2900,6.92534291897365,6.62747045939187,7.02465742817415,6.73100153340053,7.10488032198782,6.875786830114,6.64042069599549,7.06827228133842,6.74003687307639,6.89261191486103,6.64647012163497,7.0880619841207,6.7783874036806,6.95122216634132,6.81739201187939,6.84752017191378
"599",2003,"MINNESOTA","27099",-0.578447265916202,5.9,8300,6.73250834492955,6.39033017978447,6.82347302712258,6.52645009388504,6.91374154884515,6.65836244342283,6.40082214516517,6.87405663878499,6.50429398739356,6.68218946356429,6.40797253011544,6.88476935638924,6.5412092036723,6.73736906254736,6.58466420662246,6.61273148444386
"655",2003,"WISCONSIN","55047",-0.778447265916202,5.7,3800,6.89442150583088,6.4650601121738,7.06788136201596,6.62983987016389,7.16667917552631,6.811013405536,6.47650147110553,7.0953312866114,6.61849999892611,6.84372895694497,6.48180227607387,7.11108600567623,6.65728214390749,6.8966532111456,6.70237352284047,6.73304854298213
"683",2003,"WISCONSIN","55097",1.6215527340838,8.1,23100,7.69745817352194,7.29716899540333,7.91909004021148,7.5012432186107,8.05155487193468,7.75370519790611,7.29446498249251,7.95376525468797,7.50088977631091,7.79098548816597,7.30116631783721,7.96820523381875,7.54518975571907,7.83671216067878,7.58101687410276,7.61752791181064
"711",2003,"WISCONSIN","55137",2.2215527340838,8.7,12700,7.90837109269662,7.49227284202813,8.08571669654513,7.66096041693454,8.19417708715753,7.85326717740474,7.50083101117344,8.12043306100487,7.65281413492038,7.88688086073353,7.50716037989147,8.13327743467993,7.69243995524488,7.93819032760323,7.73685327041213,7.76794367477282
"739",2003,"WISCONSIN","55117",0.221552734083798,6.7,3300,5.63464918821531,5.34284049004066,5.81103485759218,5.68834038552132,5.99490164471003,5.81088184553556,5.33825431564806,5.85607555391281,5.50470678457704,5.85390194343952,5.35162746521647,5.8331686709323,5.53726283666167,5.87016940821364,5.5696142400374,5.59103003550561
"793",2003,"WISCONSIN","55089",-0.978447265916202,5.5,1500,5.74753423578046,5.39747925062154,5.92401528804099,5.7643837876791,6.12674128009978,5.87407344341332,5.39915373754162,5.95982189593368,5.54735165459294,5.9182727039264,5.41256169660528,5.94853902532052,5.58681216056219,5.94195662334851,5.62212726867145,5.64960565945146
"820",2003,"WISCONSIN","55131",0.421552734083798,6.9,1400,6.24414056353905,5.88789753627179,6.43741721163134,6.1666794656991,6.57383014340938,6.32909164749719,5.8874928325536,6.45981410554588,6.0559636130289,6.36150018403041,5.89787756426999,6.45511307327822,6.09404764525998,6.39652213584801,6.12548314046319,6.15378847260837
"847",2003,"MINNESOTA","27127",0.811552734083798,7.29,6800,6.91713459021112,6.57073899992346,7.02115885530282,6.63065311222026,7.03375546280017,6.75109460419452,6.590034912085,7.02941924439943,6.66745379678009,6.74450801406118,6.59646010295438,7.05303063372916,6.70544749567968,6.8237281273021,6.74222102601565,6.77140289165184
"874",2003,"WISCONSIN","55001",2.0215527340838,8.5,7300,7.53660129855844,7.1230251581142,7.71741083426397,7.29300847386528,7.82243014825972,7.48949253132733,7.1306359951759,7.7518569770882,7.28684133052012,7.52058750036102,7.13761919418161,7.7631334323463,7.32719572555829,7.57401023245038,7.37070785168732,7.40219637822873
"901",2003,"WISCONSIN","55039",0.721552734083798,7.2,7400,6.11660339297478,5.74032186277448,6.3051374678024,5.95592983692823,6.41429740703797,6.1258539531279,5.74504465008133,6.32331106842374,5.89708885177456,6.14839826838086,5.75382209732861,6.33086817326718,5.93746479929205,6.19940803849555,5.97116058065138,6.00222285888008
"928",2003,"WISCONSIN","55027",-0.878447265916202,5.6,7200,6.25621386999404,5.82937432566928,6.43182979148792,6.00426943296715,6.52144590716384,6.17401902342574,5.83956611540796,6.44732887148085,5.97557955466605,6.19635996552001,5.84662392048491,6.46222152951279,6.01670639245942,6.25526417903683,6.05625545840817,6.08846828859342
"955",2003,"WISCONSIN","55105",0.821552734083798,7.3,5100,6.90721336857108,6.43621036570845,7.0559942544971,6.55432220052203,7.12780734151051,6.70262310713581,6.46089062947232,7.07867638692057,6.56019553982676,6.72981233378585,6.46517035029021,7.10171769243764,6.59891440746246,6.79645592698736,6.65366294558442,6.68351972807555
"981",2003,"MINNESOTA","27121",-0.168447265916202,6.31,1600,6.8777695135824,6.41131960949318,6.97323458148243,6.45226141044747,6.98072651806902,6.57764106958076,6.4396259079104,6.97824142673726,6.50877375989937,6.60783561987426,6.43985389263285,6.99929120294859,6.53675317721219,6.65942055291536,6.59050546796782,6.61237124453645
"1026",2003,"WISCONSIN","55135",2.4215527340838,8.9,1700,7.12118064598948,6.75455173616329,7.33190537452408,6.95096269918477,7.4587220048514,7.17783738204335,6.75632128554554,7.36826032244835,6.94199634610461,7.21044882042877,6.76383113151018,7.37934457456434,6.98422602587775,7.25773506630252,7.02116397584871,7.05479623598441
"1051",2003,"WISCONSIN","55021",-0.378447265916202,6.1,900,6.48612380814863,6.02886390392395,6.66584267381404,6.1496229673195,6.73345290304806,6.32146264793769,6.05049769357657,6.67547614938545,6.16480329565713,6.34569730919484,6.05447198841515,6.69964898363552,6.20436100315767,6.40996893743877,6.25209583152222,6.28343490497299
"1076",2003,"WISCONSIN","55025",-0.878447265916202,5.6,1000,6.62116606014352,6.1165099440285,6.83172324031479,6.28567966386018,6.88935092063366,6.4421022663452,6.13641814854019,6.81034830099067,6.25396305154446,6.45988519026624,6.14222332784579,6.82869102918222,6.29414205268122,6.52406306386432,6.33530893919434,6.36649566118589
"1102",2003,"WISCONSIN","55109",-0.178447265916202,6.3,2700,6.0564225359131,5.70272776433586,6.2108872654562,5.85066932467874,6.34672128543653,6.06678000199013,5.70789954469942,6.27829710107116,5.87031983191705,6.10706719387486,5.71376820453739,6.2948435362936,5.91154939505485,6.15538721767821,5.95806467742395,5.99118836634981
"1127",2003,"MINNESOTA","27045",-1.0084472659162,5.47,1500,6.73673018258092,6.39476905236079,6.77238874026592,6.53064915362769,6.87275914855575,6.62833408272286,6.39967121701415,6.85725257860085,6.48734101665713,6.65777330452216,6.41130406983207,6.84286297460241,6.51939223409769,6.70558743796895,6.57019036771028,6.59101091583526
"1137",2003,"WISCONSIN","55015",-0.978447265916202,5.5,1400,5.78731558929739,5.4414579859862,5.9837550255589,5.65502795607375,6.08589748457542,5.81631684501915,5.44623773196944,5.98357315584046,5.583151557058,5.82220640536268,5.45677750643572,5.99722441900448,5.62883238422897,5.88263257402958,5.65220397637815,5.687783037557
"8",2004,"MINNESOTA","27085",-0.465503170455486,6.1,2000,6.81424541286188,7.32076296255594,6.89229436744994,7.49033360004398,7.10068036111552,7.33744698251692,7.37777627189904,6.95176463840348,7.22977582254646,7.23422617647984,7.42414599778773,6.99471293778586,7.29898020960645,7.37763728040798,7.29033545987287,7.34126544089469
"35",2004,"MINNESOTA","27093",-0.265503170455486,6.3,1300,6.83854881263351,7.34960681769748,6.93884906636779,7.56627263771409,7.16121445973777,7.40586463230423,7.38924713076963,6.97838605455031,7.25416460688035,7.28754855752091,7.44164769407554,7.02267633664898,7.33047220518254,7.4345264043034,7.30265617290573,7.36027857459068
"67",2004,"MINNESOTA","27129",0.134496829544514,6.7,34200,6.85321289598132,7.32794968893299,6.98396597974486,7.52072288487535,7.20849460546193,7.40452327970607,7.38874458757112,7.04369894196739,7.27208719342029,7.30949687045426,7.43495517357092,7.09252793555853,7.34628762530269,7.45555572981157,7.34368417454599,7.39828592158473
"99",2004,"MINNESOTA","27015",0.734496829544514,7.3,9700,7.01157810262299,7.45466664472543,7.06904689739581,7.55393329630073,7.1741758692698,7.41700365394126,7.51289243765366,7.05502863938536,7.35330588124381,7.28603324673691,7.54401773055256,7.12377731672682,7.4212307957453,7.44113823828939,7.39049232344656,7.44481134592976
"132",2004,"MINNESOTA","27043",-0.365503170455486,6.2,5300,6.92007171483033,7.31845233378778,6.87156710062704,7.37140177986599,6.97389984625199,7.20371855001317,7.38870627127695,6.88678101355431,7.18541180560379,7.09545515280563,7.40785005261474,6.95884235816722,7.24358087248548,7.23657240507022,7.2296546540951,7.27598544153186
"163",2004,"MINNESOTA","27047",-0.265503170455486,6.3,5800,6.99353233915256,7.3955633050892,7.02933365774711,7.44481712510108,7.15077131223529,7.35510413996468,7.44918488775309,7.04476736287233,7.31413592880596,7.25046575185928,7.46952735490989,7.11570825500808,7.37299590068383,7.38187115088319,7.35170394603267,7.39904421075069
"219",2004,"MINNESOTA","27091",0.634496829544514,7.2,2000,6.75475167379136,7.17409839038202,6.7848876125118,7.2313117166991,6.9192280339683,7.12825717425091,7.22656931939197,6.81469528180616,7.08059094506985,7.00896007146364,7.25411954965888,6.88784644598296,7.14944061511974,7.16369569031433,7.12866001406949,7.1831796974194
"251",2004,"MINNESOTA","27103",0.534496829544514,7.1,2500,6.81650334876421,7.23780754186018,6.83661425916705,7.36349648047695,6.97808605529247,7.19553367618632,7.30429735652057,6.85081737236235,7.11955687723442,7.07786408339992,7.33828763867692,6.91614792427348,7.19047845102077,7.23291319307806,7.17318495571334,7.22820803143292
"279",2004,"MINNESOTA","27147",-0.665503170455485,5.9,6100,6.76031652970745,7.17607805423766,6.81784812860638,7.29391030417187,6.9116969166936,7.16225997575989,7.21018727575453,6.78021382607407,7.06874794719734,7.01294647925297,7.24487364918474,6.84488387922441,7.1400459702728,7.16768172664506,7.08478745313966,7.14335189796819
"311",2004,"MINNESOTA","27161",0.634496829544514,7.2,4900,6.8979119291084,7.30383595704077,6.93270791646221,7.41936014638036,7.04932307971373,7.27399258290683,7.35611300490493,6.91924965392637,7.19262191133255,7.14376503772305,7.38730195321187,6.98790731915457,7.26264406439212,7.29597801426561,7.22720799555442,7.28345792014111
"355",2004,"MINNESOTA","27037",-1.06550317045549,5.5,3400,6.81957528026094,7.28383679589261,6.76821563773226,7.41156666240079,6.8313399511774,7.17840924847919,7.32736629616019,6.72297243617279,7.10236883986956,7.0123364348456,7.36767837663715,6.77958676033,7.17512799139669,7.17716047818939,7.11569842603585,7.17514593191802
"387",2004,"MINNESOTA","27049",0.134496829544514,6.7,4400,6.8434824487903,7.29584954498826,6.92055245316513,7.43609275714448,7.07566578986875,7.30086653798019,7.34008905575998,6.93276769626172,7.19999450310828,7.17979626888607,7.38301413310028,6.97940674286928,7.26862219202873,7.32134149311611,7.23837033070601,7.29122735391383
"419",2004,"MINNESOTA","27109",-0.0655031704554858,6.5,8500,6.59184363845148,7.03022778938363,6.76702730311058,7.12865896614394,6.98157388446297,7.11141396069073,7.07273318164501,6.82977691278529,7.02065998258743,7.03578453973896,7.10697460868836,6.87843044402868,7.07942733598364,7.14840959364141,7.07452084495748,7.11819077051365
"451",2004,"MINNESOTA","27157",-0.365503170455486,6.2,3900,6.82288439293834,7.28217208540609,6.92586615501372,7.41571003872938,7.12937711881435,7.32461434036342,7.32542361283474,6.98438839315338,7.22137195240563,7.23089940892019,7.36725550891964,7.02709962705075,7.2867967200995,7.3584195223958,7.27433748171007,7.32307314744469
"481",2004,"MINNESOTA","27067",-0.165503170455485,6.4,3700,6.85549613393142,7.35110280577553,7.02127376056581,7.56467461796997,7.24873143572368,7.46379038702609,7.39947083900309,7.06643081156494,7.30378004204713,7.35505841423702,7.45178252548463,7.10962713586612,7.38192843774269,7.5025990163956,7.36379544143783,7.42202259534993
"510",2004,"MINNESOTA","27143",-0.365503170455486,6.2,7700,6.99341238016341,7.46496292796169,7.06300600833692,7.60851498544097,7.24393214051277,7.47596768343726,7.5254808737416,7.10340574079336,7.37290203025543,7.35411801347141,7.56825706109826,7.16476301018463,7.45241285131333,7.51967226607745,7.43586749593531,7.49655504277281
"569",2004,"MINNESOTA","27039",0.434496829544514,7,3500,6.91522526100112,7.37296376538173,7.08589667428853,7.53993210962968,7.36202969797195,7.49777153832379,7.39911854891984,7.17303899502781,7.34830667398889,7.40985875725242,7.4452417025143,7.21895960183485,7.42037438605308,7.53738307092394,7.40606453751006,7.45954622679196
"598",2004,"MINNESOTA","27099",-0.0655031704554858,6.5,8400,6.8007642849322,7.21790941455664,6.9645409534228,7.30412977462844,7.17575040336596,7.30994355302391,7.24691881665496,7.02165837054655,7.20921356379875,7.22041838280813,7.27791628887392,7.0831693814508,7.27436292541005,7.34258721261769,7.2551511921624,7.30573063594947
"628",2004,"MINNESOTA","27141",1.53449682954451,8.1,2200,7.06597901824463,7.56471684853348,7.305051390546,7.78726157810371,7.54102217136052,7.73263970915287,7.59640378487794,7.34888144240765,7.55533475103079,7.62900891902892,7.65412697021509,7.3727727328995,7.62709721835921,7.75944047628522,7.60320535292638,7.65569889043998
"654",2004,"WISCONSIN","55047",-1.26550317045549,5.3,2900,7.04754404520938,7.39381392619116,7.11267171947085,7.46173763638113,7.24205199216512,7.42740113023114,7.40194117954876,7.12379407195176,7.33669952877289,7.31199050591722,7.42978253673501,7.17915639755951,7.39876891686075,7.43237183736981,7.35006899681079,7.40105635577641
"682",2004,"WISCONSIN","55097",0.734496829544514,7.3,22300,7.69873320089269,8.12792353552014,8.02854754066403,8.33411077150179,8.31717503467932,8.41879188262866,8.11710639043575,8.10323093729426,8.2071384740545,8.34737614745873,8.16839922545711,8.1206096417025,8.26980481273436,8.4363433451922,8.23976577811087,8.28587765381294
"710",2004,"WISCONSIN","55137",0.834496829544515,7.4,11400,8.04550699780722,8.40845967599654,8.19275576220006,8.52705172235842,8.37811027374135,8.53874498417402,8.40817533210588,8.2261111547584,8.39688704580974,8.43308846794642,8.44461890226109,8.27263125180302,8.46439882051017,8.54974309806638,8.41872854507663,8.47254186839567
"738",2004,"WISCONSIN","55117",-2.16550317045549,4.4,2200,5.92219468636905,6.26199326835042,6.00941063960521,6.42966312911032,6.22296055091267,6.39858731320949,6.24684848948372,6.06379531209863,6.23358094140663,6.32293870383839,6.28218460758267,6.08908095364795,6.28735022315154,6.39962996125531,6.24389027735373,6.28615491519002
"819",2004,"WISCONSIN","55131",-1.76550317045549,4.8,1200,6.53831762561863,6.87612104866872,6.64953226847812,6.95221044912735,6.81004545541591,6.96466853399604,6.87593717004425,6.6664810111188,6.85342726683918,6.86716414133067,6.90083779034929,6.72299816508392,6.91246258879936,6.96701759572274,6.86385636664134,6.91272038502633
"846",2004,"MINNESOTA","27127",0.534496829544514,7.1,6800,6.99409541033673,7.4360682119951,7.11324405359295,7.56186565554207,7.23712432425561,7.4690505679977,7.48613337084572,7.10573901500717,7.36901258234198,7.32906659252399,7.52479736142871,7.17407547171423,7.4478363490375,7.49952264193789,7.41355303143511,7.47605255133804
"873",2004,"WISCONSIN","55001",0.134496829544514,6.7,7100,7.71685346255903,8.07738229827832,7.90258261061567,8.16963991343178,8.08379898818735,8.2243099938327,8.08532243602086,7.93913014311774,8.09692638255612,8.12880296978737,8.11775459094555,7.9911694479631,8.16309262578678,8.24319079366225,8.12718577756928,8.17976595979706
"900",2004,"WISCONSIN","55039",-1.66550317045549,4.9,5700,6.37024394088088,6.73397276384381,6.4082962423127,6.82111781875097,6.54829229916797,6.75543460666164,6.73097188941242,6.42180304255666,6.65201616238754,6.63112421677686,6.76370588029121,6.47037578268325,6.7149798149846,6.75165054184617,6.65671236930028,6.70843762477194
"927",2004,"WISCONSIN","55027",-1.16550317045549,5.4,5200,6.4430171274869,6.77879028648483,6.47412654933673,6.81798310255689,6.58427409006187,6.77951086376344,6.78688736556597,6.47470863650498,6.70530603927027,6.65674601514014,6.81008872230033,6.54033125055837,6.76874879786861,6.78105387149991,6.71432240150453,6.76768212312022
"954",2004,"WISCONSIN","55105",0.0344968295445138,6.6,3900,7.14908894748308,7.46368684316449,7.09003755544828,7.44259161503888,7.20022793052909,7.39558589564129,7.4994056395215,7.15030222559903,7.39595663704258,7.33230907259381,7.50194354529956,7.21291829603547,7.43453738581769,7.41993040419942,7.42420952147881,7.45619206709883
"980",2004,"MINNESOTA","27121",0.134496829544514,6.7,1200,6.75416988110013,7.30078173500497,6.99181795721525,7.5582841190163,7.26393135476917,7.49008759107627,7.33690173199638,7.0682747947589,7.29910900918324,7.40737539417344,7.39814506926188,7.08081353172185,7.367410136981,7.52495194010484,7.35777590374888,7.40573744302489
"1025",2004,"WISCONSIN","55135",0.534496829544514,7.1,1200,7.22497944206804,7.6220954936499,7.47599137525827,7.79659239381302,7.74014551249743,7.86142065374069,7.61048847696999,7.55477943531286,7.67197300736911,7.78346717162261,7.65675802452454,7.57773801069697,7.73538303437145,7.87905865964761,7.70267428298988,7.75027097262914
"1101",2004,"WISCONSIN","55109",-0.965503170455486,5.6,1700,5.95855699365022,6.47977638754468,6.22985004821863,6.75391587073782,6.56255472807962,6.70826834599614,6.49627435185007,6.33674786561434,6.49480022749713,6.64246198190603,6.56107938458419,6.33557429951715,6.55732349402027,6.73977920957636,6.54922880547336,6.59130745022851
"1126",2004,"MINNESOTA","27045",-1.16550317045549,5.4,1500,6.880548098766,7.33898839694929,7.00248018863439,7.34235154775175,7.16457911228013,7.33202864213857,7.37283110457805,7.06087902941347,7.30172708459887,7.23689207187795,7.40577731868877,7.10912565508901,7.35829844547389,7.35662640720187,7.3441715046982,7.38714243413786
"7",2005,"MINNESOTA","27085",0.546473344677634,7.2,1700,6.62064328096606,6.95586435875702,6.66613813734185,7.02926584650728,6.80453652367584,7.0619273454129,6.9209889695943,6.62494566038872,6.84423892485568,6.87626403407062,6.94741406082017,6.60204438397546,6.91474092671681,6.9856613012903,6.81803091064204,6.85554374901793
"34",2005,"MINNESOTA","27093",1.14647334467763,7.8,1500,6.74318349971737,7.0089382243675,6.78966172175979,7.04282142786744,6.87851991792675,7.09139352706815,6.9755655858454,6.74567513229055,6.91679436761887,6.91797625937762,6.99915455478039,6.72593667615796,6.98073111219629,7.02481124111281,6.89358655164975,6.92835793342673
"66",2005,"MINNESOTA","27129",0.746473344677634,7.4,35500,6.68540578630584,7.01727868351366,6.72928470256325,7.098724841769,6.88584215795646,7.12879359628384,6.98740390312665,6.68170373972168,6.89442250729363,6.93664304374869,7.01412753752285,6.67156497492874,6.97308806189872,7.05696163171123,6.8749498743639,6.9194347222904
"98",2005,"MINNESOTA","27015",0.146473344677633,6.8,9600,6.74572820513234,7.06524623385039,6.72334532270181,7.18544712860045,6.85252127459723,7.13217539970058,7.01820147064826,6.59066811328022,6.84263151392604,6.88332581671183,7.04685011704691,6.59790242387881,6.93751348197013,7.02592011116504,6.78899747317695,6.84840855501586
"131",2005,"MINNESOTA","27043",0.446473344677633,7.1,5700,6.48731984660456,6.78353482179757,6.38336014930532,6.95548995030826,6.54560714987559,6.82351615247696,6.73490464635935,6.24018342884673,6.487345543496,6.56175710066175,6.76585849344375,6.24745960163927,6.59137886756129,6.71063482187701,6.43206635700983,6.49738667966267
"162",2005,"MINNESOTA","27047",0.946473344677633,7.6,8400,6.61918044767895,6.92710733317463,6.58141930226881,7.07071482906609,6.76534440084604,7.0197632679292,6.88688074365145,6.49606483942253,6.7157841244669,6.80162020003274,6.91635684137862,6.4874751546205,6.80677466282548,6.92741457483948,6.68055319043683,6.7341161887141
"218",2005,"MINNESOTA","27091",-0.253526655322366,6.4,2400,6.48806973636943,6.78174817134692,6.38461534189368,6.90009185270645,6.51116457157042,6.77846794314081,6.74684034107178,6.26237122891171,6.50147999756693,6.52910421537919,6.77487371148311,6.27490242964022,6.59954363429499,6.68284492262302,6.45997092060615,6.52165916757884
"250",2005,"MINNESOTA","27103",0.0464733446776338,6.7,2600,6.52873300319259,6.85457005124775,6.55113506748759,6.98349264672593,6.70726455262281,6.97446229288251,6.80826095793904,6.45140177496702,6.68387436128926,6.74404688969716,6.83830283808206,6.44465907390424,6.77412897411956,6.87716291869278,6.64153192625542,6.69501923951605
"278",2005,"MINNESOTA","27147",0.446473344677633,7.1,6300,6.50125640705425,6.86870157641916,6.5190868543097,6.96285196570401,6.66623149162973,6.95302957252078,6.8286789267119,6.44351147642378,6.70422882721785,6.73931791131886,6.856982339363,6.42755867462345,6.78385230596825,6.85795472041908,6.66341137024649,6.70785399438866
"310",2005,"MINNESOTA","27161",0.846473344677634,7.5,5900,6.58639494759447,6.91695649108893,6.58080703983703,7.0638451465173,6.75986745029596,7.02872734836976,6.87388806934284,6.48271333934667,6.71848913798671,6.79887120782328,6.90450965909629,6.47461306804693,6.81167169918245,6.93001325091035,6.67823202980922,6.73305505224784
"354",2005,"MINNESOTA","27037",0.946473344677633,7.6,3300,6.50517917090616,6.81493700006501,6.49076392343583,6.9359253277951,6.657394321689,6.912980405809,6.77243266649955,6.42005026758709,6.6387659669328,6.7036663280302,6.80146099360415,6.40647729971939,6.72315826462693,6.82484250409692,6.60488135143498,6.65343695182608
"386",2005,"MINNESOTA","27049",0.246473344677634,6.9,3900,6.7027170051569,7.03148392003969,6.73779545080766,7.09919950105995,6.92834800196987,7.14252812359014,7.00987409662632,6.73291116681012,6.92669941743114,6.98639847212326,7.03607430177442,6.71006390195995,6.99709579372174,7.08234828508682,6.92245900614034,6.95872735540924
"418",2005,"MINNESOTA","27109",-0.953526655322366,5.7,8500,6.51592942374994,6.85419389428974,6.56922412554912,6.88479832982096,6.75742458001152,6.95358692941504,6.84364592135347,6.60049869479608,6.78262580097781,6.82941580578291,6.8674046484696,6.56688701808553,6.84048620927887,6.90633836576745,6.7903098420105,6.81599712425231
"450",2005,"MINNESOTA","27157",-0.353526655322367,6.3,3700,6.65589762250864,6.98579551404459,6.66054408374216,7.07299404652153,6.88766405119646,7.09882353184498,6.96615046124208,6.67805757613298,6.86522372523477,6.95020010956085,6.99372750571905,6.64847913288222,6.93734982106032,7.04280562039223,6.86912377060318,6.90495189739103
"480",2005,"MINNESOTA","27067",1.54647334467763,8.2,3800,6.7408828166647,7.03346080352559,6.80169924161282,7.07045034360819,6.92163553780025,7.13269679750021,7.00460651193892,6.75526234218523,6.93088899433121,6.95051377018326,7.02881959690342,6.74270329743863,7.00343066680553,7.06616023641947,6.91207280447445,6.95305955903299
